Model,Year,Category,Rating,Displacement,Engine type,Power,Top speed,Compression,Bore x stroke,Valves per cylinder,Fuel control,Cooling system,Gearbox,Transmission type,Front tire,Rear tire,Front brakes,Rear brakes,"Weight incl. oil, gas, etc",Fuel capacity,Fuel system,Starter,Clutch,Frame type,Rear suspension,Dry weight,Power/weight ratio,Color options,Max RPM,Ignition,Exhaust system,Oil capacity,Torque,Rake (fork angle),Trail,Seat height,0-100 km/h (0-62 mph),1/4 mile (0.4 km),Lubrication system,Fuel consumption,Greenhouse gases,Front suspension,Front wheel travel,Rear wheel travel,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Modifications compared to previous model,Diameter,Reserve fuel capacity,Comments,"60-140 km/h (37-87 mph), highest gear",Emission details,Wheels,Seat,Front percentage of weight,Rear percentage of weight,Alternate seat height,Instruments,Electrical,Light,Carrying capacity
Kawasaki Z 550 GT,1988,Naked bike," 3.6  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",553.0 ccm (33.74 cubic inches),"In-line four, four-stroke",50.0 HP (36.5  kW)) @ 8500 RPM,177.0 km/h (110.0 mph),9.5:1,58.0 x 52.4 mm (2.3 x 2.1 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Shaft drive (cardan)   (final drive),100/90-19 ,120/90-18 ,Dual disc,Expanding brake,221.0 kg (487.2 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW R 80 RT,1988,Touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",797.0 ccm (48.63 cubic inches),"Two cylinder boxer, four-stroke",50.0 HP (36.5  kW)) @ 6500 RPM,163.0 km/h (101.3 mph),8.2:1,84.8 x 70.6 mm (3.3 x 2.8 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),90/90-18 ,120/90-18 ,Single disc,Expanding brake,243.0 kg (535.7 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki ZL 600 (reduced effect),1988,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,592.0 ccm (36.12 cubic inches),"In-line four, four-stroke",50.0 HP (36.5  kW)) @ 10000 RPM,170.0 km/h (105.6 mph),11.0:1,60.0 x 52.4 mm (2.4 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Shaft drive (cardan)   (final drive),100/90-18 ,150/80-15 ,Single disc,Expanding brake,209.0 kg (460.8 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aprilia Tuareg 4.35,1988,Enduro / offroad," 3.1  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",349.0 ccm (21.30 cubic inches),"Single cylinder, four-stroke",33.0 HP (24.1  kW)) @ 7500 RPM,145.0 km/h (90.1 mph),9.6:1,79.5 x 70.4 mm (3.1 x 2.8 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),90/90-21 ,130/80-17 ,Single disc,Single disc,148.0 kg (326.3 pounds),30.00 litres (7.93 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CB 450 S (reduced effect),1988,Sport," 3.4  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",447.0 ccm (27.28 cubic inches),"Twin, four-stroke",27.0 HP (19.7  kW)) @ 7000 RPM,141.0 km/h (87.6 mph),9.1:1,75.0 x 50.6 mm (3.0 x 2.0 inches),3,Overhead Cams (OHC),Air,6-speed,Chain   (final drive),100/90-18 ,110/90-18 ,Dual disc,Expanding brake,185.0 kg (407.9 pounds),18.00 litres (4.76 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW R 65 GS,1988,Enduro / offroad," 3.1  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",649.0 ccm (39.60 cubic inches),"Two cylinder boxer, four-stroke",27.0 HP (19.7  kW)) @ 5500 RPM,146.0 km/h (90.7 mph),8.4:1,82.0 x 61.5 mm (3.2 x 2.4 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),3.00-21 ,4.00-18 ,Single disc,Expanding brake,198.0 kg (436.5 pounds),19.50 litres (5.15 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MuZ ETZ 150,1988,Touring," 3.1  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",143.0 ccm (8.73 cubic inches),"Single cylinder, two-stroke",10.0 HP (7.3  kW)) @ 6000 RPM,95.0 km/h (59.0 mph),10.0:1,56.0 x 58.0 mm (2.2 x 2.3 inches),,Port control,Air,5-speed,Chain   (final drive),2.75-18 ,3.25-16 ,Single disc,Expanding brake,125.0 kg (275.6 pounds),13.00 litres (3.43 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CBR 1000 F,1988,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 9000 RPM,258.0 km/h (160.3 mph),10.5:1,77.0 x 53.6 mm (3.0 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),110/80-17 ,140/80-17 ,Double disc,Single disc,262.0 kg (577.6 pounds),21.00 litres (5.55 US gallons),Carburettor. Keihin,Electric,,"Single-cradle, tubular steel",Pro-link monoshock,,,,,,,,104.0 Nm (10.6 kgf-m or 76.7 ft.lbs) @ 8500 RPM,28.0°,117 mm (4.6 inches),"775 mm (30.5 inches) If adjustable, lowest setting.",,,,6.41 litres/100 km (15.6 km/l or 36.70 mpg),148.7 CO2 g/km. (CO2 - Carbon dioxide emission) ,Telescopic fork,,,,,,,1505 mm (59.3 inches),,276 mm (10.9 inches),,,,,,,,,,,,,
Aprilia ETX 6.35,1988,Enduro / offroad," 3.2  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",349.0 ccm (21.30 cubic inches),"Single cylinder, four-stroke",33.0 HP (24.1  kW)) @ 7500 RPM,145.0 km/h (90.1 mph),9.6:1,79.5 x 70.4 mm (3.1 x 2.8 inches),4,Overhead Cams (OHC),Air,6-speed,Chain   (final drive),90/90-21 ,130/80-17 ,Single disc,Single disc,162.0 kg (357.1 pounds),14.00 litres (3.70 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 100 LT,1988,Touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",987.0 ccm (60.23 cubic inches),"In-line four, four-stroke",90.0 HP (65.7  kW)) @ 8000 RPM,215.0 km/h (133.6 mph),10.2:1,67.0 x 70.0 mm (2.6 x 2.8 inches),2,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Shaft drive (cardan)   (final drive),100/90-18 ,130/90-17 ,Dual disc,Single disc,273.0 kg (601.9 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda VT 600 C,1988,Custom / cruiser," 3.5  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",583.0 ccm (35.57 cubic inches),"V2, four-stroke",41.0 HP (29.9  kW)) @ 6500 RPM,143.0 km/h (88.9 mph),9.2:1,75.0 x 66.0 mm (3.0 x 2.6 inches),3,Overhead Cams (OHC),Liquid,4-speed,Chain   (final drive),100/90-19 ,170/80-15 ,Single disc,Expanding brake,212.0 kg (467.4 pounds),9.00 litres (2.38 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beta TR 34-260,1988,Trial," 3.3  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",261.0 ccm (15.93 cubic inches),"Single cylinder, two-stroke",15.0 HP (10.9  kW)) @ 5200 RPM,92.0 km/h (57.2 mph),10.5:1,76.0 x 57.5 mm (3.0 x 2.3 inches),,Membrane,Air,6-speed,Chain   (final drive),2.15-21 ,4.00-18 ,Single disc,Single disc,84.0 kg (185.2 pounds),3.80 litres (1.00 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki GN 250 E,1988,Custom / cruiser," 2.8  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",17.0 HP (12.4  kW)) @ 7800 RPM,122.0 km/h (75.8 mph),9.0:1,72.0 x 61.2 mm (2.8 x 2.4 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),3.00-18 ,120/90-16 ,Single disc,Expanding brake,140.0 kg (308.6 pounds),10.00 litres (2.64 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki ZL 600,1988,Custom / cruiser," 3.2  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",592.0 ccm (36.12 cubic inches),"In-line four, four-stroke",74.0 HP (54.0  kW)) @ 10500 RPM,192.0 km/h (119.3 mph),11.0:1,60.0 x 52.4 mm (2.4 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Shaft drive (cardan)   (final drive),100/90-18 ,150/80-15 ,Single disc,Expanding brake,209.0 kg (460.8 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki ZL 1000,1988,Super motard," 3.8  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",997.0 ccm (60.84 cubic inches),"In-line four, four-stroke",110.0 HP (80.3  kW)) @ 9000 RPM,,10.2:1,74.0 x 58.0 mm (2.9 x 2.3 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Shaft drive (cardan)   (final drive),100/90-18 ,160/80-15 ,Dual disc,Single disc,271.0 kg (597.5 pounds),18.50 litres (4.89 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha XVZ 12 T,1988,Touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1197.0 ccm (73.04 cubic inches),"V4, four-stroke",97.0 HP (70.8  kW)) @ 7000 RPM,192.0 km/h (119.3 mph),10.5:1,76.0 x 66.0 mm (3.0 x 2.6 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Shaft drive (cardan)   (final drive),120/80-18 ,140190-16 ,Dual disc,Single disc,325.0 kg (716.5 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husqvarna 125 WRK,1988,Enduro / offroad," 3.4  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",125.0 ccm (7.63 cubic inches),"Single cylinder, two-stroke",10.0 HP (7.3  kW)) @ 8500 RPM,95.0 km/h (59.0 mph),15.5:1,56.0 x 50.6 mm (2.2 x 2.0 inches),,Membrane & variable discharge openings,Liquid,6-speed,Chain   (final drive),90/90-21 ,120/90-18 ,Single disc,Expanding brake,91.0 kg (200.6 pounds),8.00 litres (2.11 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FLST 1340 Heritage Softail (reduced effect),1988,Touring," 2.8  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",46.0 HP (33.6  kW)) @ 5000 RPM,,8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MT 90-16 ,MT 90-16 ,Single disc,Single disc,314.0 kg (692.3 pounds),13.00 litres (3.43 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha SRX 6 (reduced effect),1988,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,608.0 ccm (37.10 cubic inches),"Single cylinder, four-stroke",27.0 HP (19.7  kW)) @ 6000 RPM,150.0 km/h (93.2 mph),8.5:1,96.0 x 84.0 mm (3.8 x 3.3 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),100/80-18 ,120/80-18 ,Dual disc,Single disc,172.0 kg (379.2 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matchless G 80 K,1988,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",494.0 ccm (30.14 cubic inches),"Single cylinder, four-stroke",34.0 HP (24.8  kW)) @ 7300 RPM,135.0 km/h (83.9 mph),9.2:1,89.0 x 79.4 mm (3.5 x 3.1 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),100/90-19 ,110/90-18 ,Single disc,Expanding brake,172.0 kg (379.2 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki KMX 125 (reduced effect),1988,Enduro / offroad," 3.3  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",125.0 ccm (7.63 cubic inches),"Single cylinder, two-stroke",17.0 HP (12.4  kW)) @ 8500 RPM,107.0 km/h (66.5 mph),7.8:1,54.0 x 54.4 mm (2.1 x 2.1 inches),,Membrane & variable discharge openings,Liquid,6-speed,Chain   (final drive),2.75-21 ,4.10-18 ,Single disc,Single disc,118.0 kg (260.1 pounds),9.00 litres (2.38 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW R 100 RT,1988,Sport touring," 3.2  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",979.0 ccm (59.74 cubic inches),"Two cylinder boxer, four-stroke",60.0 HP (43.8  kW)) @ 6500 RPM,168.0 km/h (104.4 mph),8.4:1,94.0 x 70.6 mm (3.7 x 2.8 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),90/90-18 ,120/90-18 ,Double disc,Expanding brake,238.0 kg (524.7 pounds),22.00 litres (5.81 US gallons),Carburettor. Bing,,,Double cradle,Monolever swing arm,,,,,,,,,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,,,,,Telescopic fork,,,,2110 mm (83.1 inches),,,1465 mm (57.7 inches),,200 mm (7.9 inches),,,,,,,,,,,,,
Kawasaki GPZ 305 Belt Drive (reduced effect #2),1988,Sport,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,306.0 ccm (18.67 cubic inches),"Twin, four-stroke",17.0 HP (12.4  kW)) @ 7500 RPM,125.0 km/h (77.7 mph),9.7:1,61.0 x 52.4 mm (2.4 x 2.1 inches),2,Overhead Cams (OHC),Air,6-speed,Belt   (final drive),90/90-18 ,110/80-18 ,Dual disc,Expanding brake,164.0 kg (361.6 pounds),16.50 litres (4.36 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FLTC 1340 (with sidecar),1988,Touring,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,1337.0 ccm (81.58 cubic inches),"V2, four-stroke",65.0 HP (47.4  kW)) @ 5000 RPM,,8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),T 90-16T ,T 90-16T ,Dual disc,Single disc,,19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki Z 750 GT,1988,Sport touring," 3.2  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",739.0 ccm (45.09 cubic inches),"In-line four, four-stroke",78.0 HP (56.9  kW)) @ 9500 RPM,198.0 km/h (123.0 mph),9.5:1,66.0 x 54.0 mm (2.6 x 2.1 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Shaft drive (cardan)   (final drive),100/90-19 ,120/90-18 ,Dual disc,Single disc,243.0 kg (535.7 pounds),24.50 litres (6.47 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaguti 125 YLC,1988,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,123.0 ccm (7.51 cubic inches),"Single cylinder, two-stroke",17.0 HP (12.4  kW)) @ 7250 RPM,125.0 km/h (77.7 mph),7.2:1,56.0 x 50.0 mm (2.2 x 2.0 inches),,Membrane,Liquid,6-speed,Chain   (final drive),3.00-21 ,4.60-17 ,Single disc,Expanding brake,110.0 kg (242.5 pounds),11.50 litres (3.04 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puch 600 HWE Safari,1988,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,562.0 ccm (34.29 cubic inches),"Single cylinder, four-stroke",27.0 HP (19.7  kW)) @ 7700 RPM,140.0 km/h (87.0 mph),9.8:1,94.0 x 81.0 mm (3.7 x 3.2 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),3.50-21 ,4.50-18 ,Single disc,Expanding brake,150.0 kg (330.7 pounds),28.00 litres (7.40 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda NT 650 Hawk,1988,Naked bike," 3.5  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",647.0 ccm (39.48 cubic inches),"V2, four-stroke",,185.1 km/h (115.0 mph),9.4:1,79.0 x 66.0 mm (3.1 x 2.6 inches),3,Overhead Cams (OHC),Liquid,5-speed,Chain   (final drive),110/80-17 ,150/70-17 ,Single disc,Single disc,186.9 kg (412.0 pounds),12.00 litres (3.17 US gallons),Carburettor. 2x36.5mm Keihin CV,Electric,Wet Multiplate,Aluminum with ELF single sided swingarm,Showa adjustable pre-load,178.3 kg (393.0 pounds),,"Red, Blue",,Digitalized full transistor,Two into one,,,28.0°,119 mm (4.7 inches),"772 mm (30.4 inches) If adjustable, lowest setting.",,12.70 seconds,"Wet sump, pressure feed",,,Showa non-adjustable 41mm,140 mm (5.5 inches),119 mm (4.7 inches),,2000 mm (78.7 inches),676 mm (26.6 inches),155 mm (6.1 inches),1430 mm (56.3 inches),First year production model.,240 mm (9.4 inches),2.00 litres (0.53 US gallons),"A cult classic bike. Often raced, always leaves a grin on your face.",,,,,47.1,52.9,,,,,
Norton Interpool 2,1988,Allround,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,588.0 ccm (35.88 cubic inches),"Twin, four-stroke",114.0 HP (83.2  kW)) @ 9000 RPM,,9.0:1,,,,Air,,Chain   (final drive),100/90-18 ,110/80-18 ,Double disc,Single disc,253.0 kg (557.8 pounds),22.50 litres (5.94 US gallons),,,"Wet, multiplate",,Twin Girling Gas Units 3-Way Preload,,,"White, Silver",,,,,75.0 Nm (7.6 kgf-m or 55.3 ft.lbs) @ 7000 RPM,,,,,,,,,38mm Telecopic Forks,,,,1805 mm (71.1 inches),710 mm (28.0 inches),,1486 mm (58.5 inches),,265 mm (10.4 inches),,,,,,,,,,,,,
Harley-Davidson FXRS 1340 Low Rider (reduced effect),1988,Custom / cruiser," 3.1  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",46.0 HP (33.6  kW)) @ 5000 RPM,,8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MJ 90-19 ,MT 90-16 ,Single disc,Single disc,276.0 kg (608.5 pounds),17.00 litres (4.49 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki GPX 600 R,1988,Sport," 3.9  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",592.0 ccm (36.12 cubic inches),"In-line four, four-stroke",85.0 HP (62.0  kW)) @ 11000 RPM,226.0 km/h (140.4 mph),11.7:1,60.0 x 52.4 mm (2.4 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),110/80-16 ,130/90-16 ,Dual disc,Single disc,206.0 kg (454.2 pounds),19.50 litres (5.15 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FLHTC 1340 (with sidecar) (reduced effect),1988,Classic," 2.9  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",50.0 HP (36.5  kW)) @ 4800 RPM,,8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MT90-16T ,MT90-16T ,Dual disc,Single disc,,19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha XJ 600,1988,Touring," 3.4  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",599.0 ccm (36.55 cubic inches),"In-line four, four-stroke",72.0 HP (52.6  kW)) @ 10000 RPM,198.0 km/h (123.0 mph),10.0:1,58.5 x 55.7 mm (2.3 x 2.2 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Chain   (final drive),90/90-18 ,110/90-18 ,Dual disc,Single disc,212.0 kg (467.4 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FXR 1340 Super Glide,1988,Touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",58.0 HP (42.3  kW)) @ 5000 RPM,170.0 km/h (105.6 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MJ 90-19 ,MT 90-16 ,Single disc,Single disc,276.0 kg (608.5 pounds),16.00 litres (4.23 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CB 450 N,1988,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,447.0 ccm (27.28 cubic inches),"Twin, four-stroke",43.0 HP (31.4  kW)) @ 9000 RPM,,,75.0 x 50.6 mm (3.0 x 2.0 inches),3,Single Overhead Cams (SOHC),Oil & air,6-speed,Chain   (final drive),3.60-19 ,4.10-18 ,Double disc,Single disc,,17.50 litres (4.62 US gallons),Carburettor,,Wet plate,,,176.0 kg (388.0 pounds),0.2443 HP/kg,,,,,,,,,,,,,,,,130 mm (5.1 inches),110 mm (4.3 inches),,,,,,,280 mm (11.0 inches),,"Made in Brasil by ´Honda Amazonia´, Its commercial name was Honda CB 450 DX",,,,,,,,,,,
Kawasaki GPZ 1100 (reduced effect),1988,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,1089.0 ccm (66.45 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 8750 RPM,240.0 km/h (149.1 mph),9.5:1,72.5 x 66.0 mm (2.9 x 2.6 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),110/90-18 ,130/90-17 ,Dual disc,Single disc,266.0 kg (586.4 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda Elite SA 50,1988,Scooter," 3.2  View the detailed rating of value for money, design and look, reliability, etc. Compare with any other bike.",49.0 ccm (2.99 cubic inches),"Single cylinder, two-stroke",,48.3 km/h (30.0 mph),,,1,Rotary valves,Air,,Belt   (final drive),,,,Expanding brake (drum brake),,7.19 litres (1.90 US gallons),Carburettor,Kick,automatic,CrMo steel,,,,"Red, Purple, Blue, Grey, Black.",,Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki RF 125,1988,Cross / motocross,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,125.0 ccm (7.63 cubic inches),"Single cylinder, two-stroke",35.0 HP (25.5  kW)) @ 12000 RPM,,,,,Membrane & power valve,Liquid,6-speed,Chain   (final drive),,,Single disc,Single disc,100.0 kg (220.5 pounds),,Carburettor. mikuni flat 35 mm,Kick,wet plate,,,90.0 kg (198.4 pounds),0.3889 HP/kg,,12500,,"original, not for road use",,30.0 Nm (3.1 kgf-m or 22.1 ft.lbs) @ 8000 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha FZR 750 Genesis,1988,Sport," 3.3  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",749.0 ccm (45.70 cubic inches),"In-line four, four-stroke",121.0 HP (88.3  kW)) @ 12000 RPM,,11.2:1,68.0 x 51.6 mm (2.7 x 2.0 inches),5,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),120170-17 ,160/60-18 ,Dual disc,Single disc,228.0 kg (502.7 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moto Morini 350 Excalibur,1988,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,344.0 ccm (20.99 cubic inches),"V2, four-stroke",27.0 HP (19.7  kW)) @ 7800 RPM,145.0 km/h (90.1 mph),11.0:1,62.0 x 57.0 mm (2.4 x 2.2 inches),2,Overhead Valves (OHV),Air,6-speed,Chain   (final drive),100/90-18 ,130/90-18 ,Single disc,Single disc,181.0 kg (399.0 pounds),17.00 litres (4.49 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda VFR 750 F (reduced effect),1988,Sport touring,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,748.0 ccm (45.64 cubic inches),"V4, four-stroke",100.0 HP (73.0  kW)) @ 10500 RPM,233.0 km/h (144.8 mph),10.5:1,70.0 x 48.6 mm (2.8 x 1.9 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),110/80-17 ,140/80-17 ,Dual disc,Single disc,222.0 kg (489.4 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki EL 250,1988,Naked bike," 3.5  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",249.0 ccm (15.19 cubic inches),"Twin, four-stroke",33.0 HP (24.1  kW)) @ 12500 RPM,139.0 km/h (86.4 mph),12.4:1,62.0 x 41.2 mm (2.4 x 1.6 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),100/90-17 ,140/90-15 ,Single disc,Expanding brake,159.0 kg (350.5 pounds),11.00 litres (2.91 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
