Model,Year,Category,Rating,Displacement,Engine type,Power,Top speed,Compression,Bore x stroke,Valves per cylinder,Fuel control,Cooling system,Gearbox,Transmission type,Front tire,Rear tire,Front brakes,Rear brakes,"Weight incl. oil, gas, etc",Fuel capacity,Torque,0-100 km/h (0-62 mph),1/4 mile (0.4 km),"60-140 km/h (37-87 mph), highest gear",Max RPM,Fuel system,Ignition,Lubrication system,Clutch,Fuel consumption,Greenhouse gases,Exhaust system,Frame type,Rake (fork angle),Trail,Front suspension,Front wheel travel,Rear suspension,Rear wheel travel,Seat height,Alternate seat height,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Reserve fuel capacity,Color options,Starter,Diameter,Dry weight,Power/weight ratio,Oil capacity,Modifications compared to previous model,Engine oil,Brake fluid,Battery,Spark plugs,Idle speed,Belt teeth,Belt width,Pulley teeth,Tire pressure front,Tire pressure rear,Fork tube size,Oil filter,Coolant,Comments,Front percentage of weight,Rear percentage of weight,Electrical
Kawasaki GPX 750 R,1986,Sport," 3.0  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",748.0 ccm (45.64 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 10500 RPM,235.0 km/h (146.0 mph),11.2:1,68.0 x 51.5 mm (2.7 x 2.0 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),110/90-16 ,140/70-18 ,Dual disc,Single disc,222.0 kg (489.4 pounds),21.00 litres (5.55 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 100 RS Motorsport,1986,Sport touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",987.0 ccm (60.23 cubic inches),"In-line four, four-stroke",90.0 HP (65.7  kW)) @ 8000 RPM,221.0 km/h (137.3 mph),10.2:1,67.0 x 70.0 mm (2.6 x 2.8 inches),2,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Shaft drive (cardan)   (final drive),100/90-18 ,140/80-17 ,Dual disc,Single disc,259.0 kg (571.0 pounds),19.50 litres (5.15 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson 477-650,1986,Touring,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,1337.0 ccm (81.58 cubic inches),"V2, four-stroke",,150.0 km/h (93.2 mph),,88.8 x 108.0 mm (3.5 x 4.3 inches),,,,,,,,,,,,,,,,,Turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MuZ ETZ 150,1986,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,143.0 ccm (8.73 cubic inches),"Single cylinder, two-stroke",10.0 HP (7.3  kW)) @ 6000 RPM,95.0 km/h (59.0 mph),10.0:1,56.0 x 58.0 mm (2.2 x 2.3 inches),,Port control,Air,5-speed,Chain   (final drive),2.75-18 ,3.25-16 ,Single disc,Expanding brake,125.0 kg (275.6 pounds),13.00 litres (3.43 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moto Guzzi V 65 II,1986,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,643.0 ccm (39.24 cubic inches),"V2, four-stroke",50.0 HP (36.5  kW)) @ 6900 RPM,178.0 km/h (110.6 mph),10.0:1,80.0 x 64.0 mm (3.1 x 2.5 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),100/90-18 ,110/90-18 ,Dual disc,Single disc,192.0 kg (423.3 pounds),15.50 litres (4.10 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki ZL 400 Eliminator,1986,Custom / cruiser," 3.4  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",398.0 ccm (24.29 cubic inches),"In-line four, four-stroke",,,,,,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aprilia ETX 350 Tuareg,1986,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",349.0 ccm (21.30 cubic inches),"Single cylinder, four-stroke",27.0 HP (19.7  kW)) @ 7000 RPM,140.0 km/h (87.0 mph),9.6:1,79.5 x 70.4 mm (3.1 x 2.8 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),90/90-21 ,130/80-17 ,Single disc,Single disc,170.0 kg (374.8 pounds),24.00 litres (6.34 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha XT 350,1986,Enduro / offroad," 3.9  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",346.0 ccm (21.11 cubic inches),"Single cylinder, four-stroke",27.0 HP (19.7  kW)) @ 8000 RPM,135.0 km/h (83.9 mph),9.0:1,86.0 x 59.6 mm (3.4 x 2.3 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Chain   (final drive),3.00-21 ,110/80-18 ,Single disc,Expanding brake,150.0 kg (330.7 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha FZ 750 (reduced effect),1986,Sport," 3.8  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",749.0 ccm (45.70 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 10500 RPM,231.0 km/h (143.5 mph),11.2:1,68.0 x 51.6 mm (2.7 x 2.0 inches),5,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),100/90-18 ,130/80-18 ,Dual disc,Single disc,241.0 kg (531.3 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husqvarna 240 WR,1986,Enduro / offroad," 3.2  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",239.0 ccm (14.58 cubic inches),"Single cylinder, two-stroke",17.0 HP (12.4  kW)) @ 5500 RPM,110.0 km/h (68.4 mph),12.3:1,68.8 x 64.5 mm (2.7 x 2.5 inches),,Membrane,Liquid,6-speed,Chain   (final drive),3.00-21 ,5.00-18 ,Single disc,Expanding brake,108.0 kg (238.1 pounds),12.50 litres (3.30 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW R 100 RS,1986,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,979.0 ccm (59.74 cubic inches),"Two cylinder boxer, four-stroke",60.0 HP (43.8  kW)) @ 6500 RPM,186.0 km/h (115.6 mph),8.4:1,94.0 x 70.6 mm (3.7 x 2.8 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),90/90-18 ,120/90-18 ,Dual disc,Expanding brake,243.0 kg (535.7 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benelli 900 Sei Sport,1986,Sport touring,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,905.0 ccm (55.22 cubic inches),"In-line six, four-stroke",80.0 HP (58.4  kW)) @ 8300 RPM,201.0 km/h (124.9 mph),9.5:1,60.0 x 53.4 mm (2.4 x 2.1 inches),2,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),120/80-16 ,150/70-18 ,Dual disc,Single disc,231.0 kg (509.3 pounds),17.00 litres (4.49 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FLTC 1340 Tour Glide Classic,1986,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",65.0 HP (47.4  kW)) @ 5000 RPM,150.0 km/h (93.2 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),T 80-16 T ,T 90-16T ,Dual disc,Single disc,360.0 kg (793.7 pounds),18.00 litres (4.76 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FXR 1340 Super Glide,1986,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",58.0 HP (42.3  kW)) @ 5000 RPM,170.0 km/h (105.6 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MJ 90-19 ,MT 90-16 ,Single disc,Single disc,276.0 kg (608.5 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aprilia RX 125 (reduced effect),1986,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,124.0 ccm (7.57 cubic inches),"Single cylinder, two-stroke",9.0 HP (6.6  kW)) @ 7000 RPM,130.0 km/h (80.8 mph),14.5:1,54.0 x 54.0 mm (2.1 x 2.1 inches),,Membrane,Liquid,6-speed,Chain   (final drive),3.00-21 ,4.00-18 ,Single disc,Expanding brake,91.0 kg (200.6 pounds),8.50 litres (2.25 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha FJ 1100 (reduced effect),1986,Sport touring," 3.2  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1097.0 ccm (66.94 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 9000 RPM,220.0 km/h (136.7 mph),9.5:1,74.0 x 63.8 mm (2.9 x 2.5 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),120/80-16 ,150/80-16 ,Dual disc,Single disc,261.0 kg (575.4 pounds),24.00 litres (6.34 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha FZ 750,1986,Sport," 3.5  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",749.0 ccm (45.70 cubic inches),"In-line four, four-stroke",106.0 HP (77.4  kW)) @ 10500 RPM,,11.2:1,68.0 x 51.6 mm (2.7 x 2.0 inches),5,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),100/90-18 ,130/80-18 ,Dual disc,Single disc,241.0 kg (531.3 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FXRS 1340 Low Rider,1986,Custom / cruiser," 3.6  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",58.0 HP (42.3  kW)) @ 5000 RPM,160.0 km/h (99.4 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MJ 90-19 ,MT 90-19 ,Single disc,Single disc,276.0 kg (608.5 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda VT 500 E,1986,Sport," 3.3  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",491.0 ccm (29.96 cubic inches),"V2, four-stroke",50.0 HP (36.5  kW)) @ 9000 RPM,187.0 km/h (116.2 mph),10.5:1,71.0 x 62.0 mm (2.8 x 2.4 inches),3,Overhead Cams (OHC),Liquid,6-speed,Shaft drive (cardan)   (final drive),100/90-18 ,120/80-18 ,Single disc,Expanding brake,204.0 kg (449.7 pounds),17.00 litres (4.49 US gallons),42.0 Nm (4.3 kgf-m or 31.0 ft.lbs) @ 7000 RPM,,,,,Carburettor. Keihin,,,,4.79 litres/100 km (20.9 km/l or 49.11 mpg),111.1 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,,Telescopic fork,,Dual shocks,,,,,,,,,,"Red, white, blue, black",Electric,,180.0 kg (396.8 pounds),0.2778 HP/kg,,,,,,,,,,,,,,,,,,,
Suzuki GSX-R 750 (reduced effect),1986,Sport," 3.3  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",749.0 ccm (45.70 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 11000 RPM,226.0 km/h (140.4 mph),9.8:1,70.0 x 48.7 mm (2.8 x 1.9 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Chain   (final drive),110/80-18 ,140/70-18 ,Dual disc,Single disc,201.0 kg (443.1 pounds),19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CBX 750 Bold´or,1986,Sport touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",750.0 ccm (45.77 cubic inches),"In-line four, four-stroke",71.0 HP (51.8  kW)) @ 9500 RPM,211.0 km/h (131.1 mph),9.3:1,67.0 x 53.0 mm (2.6 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Oil & air,6-speed,Chain   (final drive),110/90-16 ,130/80-18 ,Double disc,Single disc,245.0 kg (540.1 pounds),22.00 litres (5.81 US gallons),,,,,,Carburettor,,,,,,4 into 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moto Guzzi V 65 Florida (reduced effect),1986,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,643.0 ccm (39.24 cubic inches),"V2, four-stroke",27.0 HP (19.7  kW)) @ 5200 RPM,136.0 km/h (84.5 mph),10.0:1,80.0 x 64.0 mm (3.1 x 2.5 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),100/90-18 ,130/90-16 ,Dual disc,Single disc,197.0 kg (434.3 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda XBR 500 (reduced effect),1986,Classic," 3.7  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",498.0 ccm (30.39 cubic inches),"Single cylinder, four-stroke",27.0 HP (19.7  kW)) @ 6000 RPM,145.0 km/h (90.1 mph),8.9:1,92.0 x 75.0 mm (3.6 x 3.0 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),100/90-18 ,110/90-18 ,Single disc,Expanding brake,182.0 kg (401.2 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki GSX 1100 EF,1986,Sport touring," 3.2  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1135.0 ccm (69.26 cubic inches),"In-line four, four-stroke",122.0 HP (89.1  kW)) @ 8500 RPM,,9.7:1,74.0 x 66.0 mm (2.9 x 2.6 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),110/90-16 ,130/90-17 ,Dual disc,Single disc,256.0 kg (564.4 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomos BT-50,1986,"Minibike, sport"," 2.5  See the detailed rating of the fun-factor, engine performance, racing track capabilities, etc. Compare with any other bike.",49.0 ccm (2.99 cubic inches),"Single cylinder, two-stroke",5.5 HP (4.0  kW)) @ 6500 RPM,85.0 km/h (52.8 mph),,,,,Air,5-speed,Chain   (final drive),4.0-17 ,,Single disc. single piston caliper,Expanding brake (drum brake),,11.50 litres (3.04 US gallons),,,,,9000,Carburettor. Bing 17mm,Digital Iskra,,wet plate,4.00 litres/100 km (25.0 km/l or 58.81 mpg),92.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,Single steel pipe,Steel tubes,,,,,,,,,,,,,,1.00 litres (0.26 US gallons),"Red,grey,light blue",,,,,,,,,,,,,,,,,,,,,,,
Triumph Bonneville,1986,Sport touring," 3.4  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",744.0 ccm (45.40 cubic inches),"Twin, four-stroke",49.0 HP (35.8  kW)) @ 6500 RPM,161.0 km/h (100.0 mph),7.9:1,76.0 x 82.0 mm (3.0 x 3.2 inches),2,Overhead Valves (OHV),Air,5-speed,Chain   (final drive),100/90-19 ,110/90-18 ,Dual disc,Single disc,192.0 kg (423.3 pounds),11.00 litres (2.91 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha XJ 750 Maxim X,1986,Sport touring," 3.8  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",749.0 ccm (45.70 cubic inches),"Four cylinder boxer, four-stroke",90.0 HP (65.7  kW)) @ 9000 RPM,186.9 km/h (116.1 mph),11.2:1,68.0 x 51.6 mm (2.7 x 2.0 inches),5,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Shaft drive (cardan)   (final drive),100/90-19 ,130/90-16 ,Double disc. 4 piston  caliper,Expanding brake (drum brake). Drum Brake,232.0 kg (511.5 pounds),13.00 litres (3.43 US gallons),72.5 Nm (7.4 kgf-m or 53.5 ft.lbs) @ 8000 RPM,3.20 seconds,11.66 seconds,,8000,Carburettor. (4) Standard BS33mm Mikuni CV,TCI,Wet sump,"Wet, multidisc",5.70 litres/100 km (17.5 km/l or 41.27 mpg),132.2 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Double Cradle,31.5°,120 mm (4.7 inches),Telescopic fork,150 mm (5.9 inches),Swing arm,99 mm (3.9 inches),"760 mm (29.9 inches) If adjustable, lowest setting.",,1160 mm (45.7 inches),2235 mm (88.0 inches),775 mm (30.5 inches),145 mm (5.7 inches),1520 mm (59.8 inches),3.00 litres (0.79 US gallons),,Electric,,215.0 kg (474.0 pounds),0.4186 HP/kg,3.50 litres (3.7 US quarts),,,,,,,,,,,,,,,,,,
Honda VF 700 C Magna,1986,Custom / cruiser," 3.7  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",699.0 ccm (42.65 cubic inches),"V4, four-stroke",81.0 HP (59.1  kW)) @ 10000 RPM,,10.0:1,70.0 x 45.0 mm (2.8 x 1.8 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Shaft drive (cardan)   (final drive),110/90-18 ,130/90-16 ,Double disc. ´2-piston calipers,Expanding brake (drum brake),240.0 kg (529.1 pounds),14.00 litres (3.70 US gallons),62.0 Nm (6.3 kgf-m or 45.7 ft.lbs),,12.00 seconds,,,Carburettor. 4x32mm Keihin,Transistorized  /  electric,Wet sump,Wet plate,5.22 litres/100 km (19.2 km/l or 45.06 mpg),121.1 CO2 g/km. (CO2 - Carbon dioxide emission) ,4 in 2  stainless steel pipes,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,,
MuZ ETZ 250,1986,Classic," 3.3  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",243.0 ccm (14.83 cubic inches),"Single cylinder, two-stroke",17.0 HP (12.4  kW)) @ 5200 RPM,130.0 km/h (80.8 mph),10.0:1,69.0 x 65.0 mm (2.7 x 2.6 inches),,Port control,Air,5-speed,Chain   (final drive),2.75-18 ,3.50-18 ,Single disc,Expanding brake,154.0 kg (339.5 pounds),17.50 litres (4.62 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda XL 600 R (reduced effect),1986,Enduro / offroad," 3.5  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",589.0 ccm (35.94 cubic inches),"Single cylinder, four-stroke",27.0 HP (19.7  kW)) @ 5500 RPM,135.0 km/h (83.9 mph),8.5:1,100.0 x 75.0 mm (3.9 x 3.0 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),3.00-21 ,5.10-17 ,Single disc,Expanding brake,146.0 kg (321.9 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CB 250 N,1986,Classic," 3.2  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",250.0 ccm (15.26 cubic inches),"Twin, four-stroke",17.0 HP (12.4  kW)) @ 8500 RPM,125.0 km/h (77.7 mph),9.4:1,62.0 x 41.4 mm (2.4 x 1.6 inches),3,Overhead Cams (OHC),Air,6-speed,Chain   (final drive),3.60-19 ,4.10-18 ,Single disc,Expanding brake,186.0 kg (410.1 pounds),14.00 litres (3.70 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki TS 250 X,1986,Custom / cruiser," 3.5  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",249.0 ccm (15.19 cubic inches),"Single cylinder, two-stroke",27.0 HP (19.7  kW)) @ 7300 RPM,121.0 km/h (75.2 mph),7.4:1,70.0 x 64.8 mm (2.8 x 2.6 inches),,Membrane,Liquid,5-speed,Chain   (final drive),3.00-21 ,130/80-17 ,Single disc,Expanding brake,123.0 kg (271.2 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moto Morini 501 Excalibur,1986,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,507.0 ccm (30.94 cubic inches),"V2, four-stroke",41.0 HP (29.9  kW)) @ 8500 RPM,149.0 km/h (92.6 mph),11.5:1,71.0 x 64.0 mm (2.8 x 2.5 inches),2,Overhead Valves (OHV),Air,6-speed,Chain   (final drive),100/90-18 ,130/90-16 ,Single disc,Single disc,193.0 kg (425.5 pounds),17.00 litres (4.49 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moto Guzzi V 35 III,1986,Custom / cruiser," 2.4  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",346.0 ccm (21.11 cubic inches),"V2, four-stroke",27.0 HP (19.7  kW)) @ 7900 RPM,145.0 km/h (90.1 mph),10.5:1,66.0 x 50.6 mm (2.6 x 2.0 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),100/90-16 ,110/80-18 ,Dual disc,Single disc,173.0 kg (381.4 pounds),17.00 litres (4.49 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilera RX 200 Arizona,1986,Allround," 3.5  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",183.0 ccm (11.17 cubic inches),"Single cylinder, two-stroke",17.0 HP (12.4  kW)) @ 7000 RPM,105.0 km/h (65.2 mph),12.5:1,68.0 x 50.5 mm (2.7 x 2.0 inches),,Membrane,Liquid,6-speed,Chain   (final drive),2.45-21 ,4.60-17/62 ,Single disc,Expanding brake,140.0 kg (308.6 pounds),16.00 litres (4.23 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda VF 1000 F 2,1986,Touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",998.0 ccm (60.90 cubic inches),"V4, four-stroke",100.0 HP (73.0  kW)) @ 9500 RPM,232.0 km/h (144.2 mph),10.5:1,77.0 x 53.6 mm (3.0 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Chain   (final drive),100/90-18 ,140/80-17 ,Dual disc,Single disc,277.0 kg (610.7 pounds),23.00 litres (6.08 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha XT 350 (reduced effect),1986,Enduro / offroad," 3.3  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",346.0 ccm (21.11 cubic inches),"Single cylinder, four-stroke",17.0 HP (12.4  kW)) @ 7000 RPM,116.0 km/h (72.1 mph),9.0:1,86.0 x 59.6 mm (3.4 x 2.3 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Chain   (final drive),3.00-21 ,110/80-18 ,Single disc,Expanding brake,150.0 kg (330.7 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda VF 1000 F (reduced effect),1986,Sport touring," 3.2  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",998.0 ccm (60.90 cubic inches),"V4, four-stroke",100.0 HP (73.0  kW)) @ 9000 RPM,225.0 km/h (139.8 mph),10.5:1,77.0 x 53.6 mm (3.0 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Chain   (final drive),100/90-18 ,140/80-17 ,Dual disc,Single disc,272.0 kg (599.7 pounds),23.00 litres (6.08 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki Z 750 Turbo,1986,Sport," 3.6  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",739.0 ccm (45.09 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 9000 RPM,225.0 km/h (139.8 mph),7.8:1,66.0 x 54.0 mm (2.6 x 2.1 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),110/90-18 ,130/80-18 ,Dual disc,Single disc,254.0 kg (560.0 pounds),18.00 litres (4.76 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVM 329 Jumbo,1986,Unspecified category,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,328.0 ccm (20.01 cubic inches),"Single cylinder, two-stroke",42.0 HP (30.7  kW)) @ 9600 RPM,,10.0:1,83.5 x 60.0 mm (3.3 x 2.4 inches),,Rotary valves,Air,5-speed,Chain   (final drive),3.00-21 ,4.50-18 ,Single disc,Single disc,96.0 kg (211.6 pounds),10.00 litres (2.64 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FXRS 1340 Low Rider Sport Edition,1986,Custom / cruiser," 3.5  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",58.0 HP (42.3  kW)) @ 5000 RPM,167.0 km/h (103.8 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MJ 90-19 ,MT 90-16 ,Single disc,Single disc,278.0 kg (612.9 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
